ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
19	Gar nicht	22.png	1	methexp32	2016-05-12_15.33.02.055000
19	Gar nicht	08.png	2	methexp32	2016-05-12_15.33.02.055000
19	Gar nicht	20.png	3	methexp32	2016-05-12_15.33.02.055000
19	Schon mal gesehen	50.png	4	methexp32	2016-05-12_15.33.02.055000
19	Gar nicht	03.png	5	methexp32	2016-05-12_15.33.02.055000
19	Kenne ich	51.png	6	methexp32	2016-05-12_15.33.02.055000
19	Gar nicht	14.png	7	methexp32	2016-05-12_15.33.02.055000
19	Gar nicht	04.png	8	methexp32	2016-05-12_15.33.02.055000
