subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
124;2;11;5.0;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.10399999999999998;-1;-1;5;5;0.002;5
124;2;12;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.064;-1;1;6;6;0.002;2
124;2;13;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.066;1;-1;7;7;0.002;3
124;2;14;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.064;-1;-1;7;7;0.002;3
124;2;15;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.062;-1;-1;7;7;0.002;3
124;2;16;5.0;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.10399999999999998;-1;-1;5;5;0.002;5
124;3;1;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.06;-1;1;8;8;0.001;2
124;3;2;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.061;1;-1;9;9;0.001;4
124;3;3;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.06;-1;1;10;10;0.001;2
124;3;4;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.10399999999999998;-1;-1;5;5;0.002;6
124;3;5;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.10199999999999998;-1;1;6;6;0.002;3
124;3;6;5.0;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.10399999999999998;1;1;6;6;0.002;5
124;3;7;2.5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.061;1;-1;11;11;0.001;3
124;3;8;5.0;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.10399999999999998;1;-1;7;7;0.002;6
124;3;9;5.0;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.10199999999999998;-1;-1;7;7;0.002;5
124;3;10;2.5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.06;-1;1;12;12;0.001;2
124;3;11;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.10199999999999998;-1;-1;7;7;0.002;5
124;3;12;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Neutral pose 3.jpg;0.061;1;-1;13;13;0.001;4
124;3;13;5.0;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.10199999999999998;-1;-1;7;7;0.002;6
124;3;14;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.06;-1;-1;13;13;0.001;3
124;3;15;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.059;-1;1;14;14;0.001;2
124;3;16;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.09999999999999998;-1;-1;7;7;0.002;5
124;4;1;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.06;1;-1;15;15;0.001;4
124;4;2;5.0;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.09999999999999998;-1;-1;7;7;0.002;5
124;4;3;2.5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.059;-1;-1;15;15;0.001;5
124;4;4;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.09999999999999998;-1;-1;7;7;0.002;5
124;4;5;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.057999999999999996;-1;-1;15;15;0.001;3
124;4;6;2.5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.056999999999999995;-1;-1;15;15;0.001;3
124;4;7;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.09999999999999998;-1;-1;7;7;0.002;6
124;4;8;5.0;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.09799999999999998;-1;-1;7;7;0.002;5
124;4;9;5.0;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.09799999999999998;-1;-1;7;7;0.002;5
124;4;10;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.055999999999999994;-1;-1;15;15;0.001;3
124;4;11;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.05499999999999999;-1;1;16;16;0.001;2
124;4;12;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.09799999999999998;-1;-1;7;7;0.002;5
124;4;13;5.0;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.09799999999999998;-1;-1;7;7;0.002;6
124;4;14;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.055999999999999994;1;1;16;16;0.001;2
124;4;15;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.056999999999999995;1;1;16;16;0.001;1
124;4;16;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.09599999999999997;-1;-1;7;7;0.002;5
124;5;1;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.09599999999999997;-1;-1;7;7;0.002;5
124;5;2;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.057999999999999996;1;1;16;16;0.001;2
124;5;3;2.5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.059;1;1;16;16;0.001;2
124;5;4;5.0;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.09599999999999997;-1;-1;7;7;0.002;5
124;5;5;5.0;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.09599999999999997;-1;-1;7;7;0.002;6
124;5;6;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.06;1;-1;17;17;0.001;3
124;5;7;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.09399999999999997;-1;-1;7;7;0.002;5
124;5;8;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.059;-1;-1;17;17;0.001;3
124;5;9;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.057999999999999996;-1;1;18;18;0.001;2
124;5;10;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.09399999999999997;-1;-1;7;7;0.002;5
124;5;11;5.0;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.09399999999999997;-1;-1;7;7;0.002;6
124;5;12;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.09199999999999997;-1;-1;7;7;0.002;5
124;5;13;5.0;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.09199999999999997;-1;-1;7;7;0.002;5
124;5;14;2.5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.059;1;1;18;18;0.001;2
124;5;15;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.06;1;1;18;18;0.001;2
124;5;16;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.061;1;1;18;18;0.001;2
