subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
106;2;2;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.136;-1;-1;1;1;0.008;5
106;2;3;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.136;-1;-1;1;1;0.008;6
106;2;4;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.08800000000000002;1;-1;6;6;0.002;4
106;2;5;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.128;-1;-1;1;1;0.008;5
106;2;6;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.08600000000000002;-1;-1;6;6;0.002;3
106;2;7;2.5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.08400000000000002;-1;-1;6;6;0.002;3
106;2;8;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.128;-1;-1;1;1;0.008;5
106;2;9;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.128;-1;-1;1;1;0.008;6
106;2;10;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.12;-1;-1;1;1;0.008;6
106;2;11;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.08200000000000002;-1;-1;6;6;0.002;4
106;2;12;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.08000000000000002;-1;1;7;7;0.002;2
106;2;13;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.11199999999999999;-1;1;2;2;0.004;4
106;2;14;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.08200000000000002;1;-1;8;8;0.001;3
106;2;15;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.11599999999999999;1;1;2;2;0.004;5
106;2;16;2.5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.08100000000000002;-1;-1;8;8;0.001;4
106;3;1;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.11599999999999999;1;1;2;2;0.004;5
106;3;2;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.11599999999999999;1;1;2;2;0.004;5
106;3;3;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.08000000000000002;-1;-1;8;8;0.001;3
106;3;4;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.11599999999999999;1;1;2;2;0.004;4
106;3;5;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.07900000000000001;-1;1;9;9;0.001;2
106;3;6;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.08000000000000002;1;1;9;9;0.001;2
106;3;7;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.12;1;1;2;2;0.004;5
106;3;8;2.5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.08100000000000002;1;-1;10;10;0.001;3
106;3;9;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.08000000000000002;-1;-1;10;10;0.001;3
106;3;10;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.12;1;1;2;2;0.004;5
106;3;11;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.12;1;1;2;2;0.004;5
106;3;12;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.12;1;1;2;2;0.004;5
106;3;13;2.5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.07900000000000001;-1;-1;10;10;0.001;4
106;3;14;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.12;1;1;2;2;0.004;5
106;3;15;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.07800000000000001;-1;-1;10;10;0.001;3
106;3;16;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.07700000000000001;-1;1;11;11;0.001;2
106;4;1;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.07800000000000001;1;1;11;11;0.001;2
106;4;2;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.12;1;1;2;2;0.004;5
106;4;3;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.07900000000000001;1;-1;12;12;0.001;3
106;4;4;2.5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.07800000000000001;-1;1;13;13;0.001;2
106;4;5;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.12;1;1;2;2;0.004;5
106;4;6;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.12;1;-1;3;3;0.004;6
106;4;7;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.11599999999999999;-1;-1;3;3;0.004;6
106;4;8;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.07900000000000001;1;-1;14;14;0.001;4
106;4;9;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.11199999999999999;-1;1;4;4;0.002;4
106;4;10;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.11399999999999999;1;-1;5;5;0.002;6
106;4;11;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.11199999999999999;-1;-1;5;5;0.002;5
106;4;12;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.07800000000000001;-1;-1;14;14;0.001;3
106;4;13;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.07700000000000001;-1;1;15;15;0.001;2
106;4;14;2.5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.07800000000000001;1;-1;16;16;0.001;3
106;4;15;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.11199999999999999;-1;-1;5;5;0.002;5
106;4;16;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.07700000000000001;-1;-1;16;16;0.001;3
106;5;1;2.5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.07600000000000001;-1;1;17;17;0.001;2
106;5;2;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.11199999999999999;-1;1;6;6;0.002;4
106;5;3;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.07700000000000001;1;-1;18;18;0.001;3
106;5;4;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.07600000000000001;-1;-1;18;18;0.001;3
106;5;5;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.11399999999999999;1;1;6;6;0.002;5
106;5;6;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.11399999999999999;1;1;6;6;0.002;5
106;5;7;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.07500000000000001;-1;-1;18;18;0.001;3
106;5;8;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.11399999999999999;1;1;6;6;0.002;4
106;5;9;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.07400000000000001;-1;1;19;19;0.001;2
106;5;10;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Neutral pose 3.jpg;0.11599999999999999;1;1;6;6;0.002;5
106;5;11;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.07500000000000001;1;-1;20;20;0.001;3
106;5;12;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.07400000000000001;-1;1;21;21;0.001;2
106;5;13;2.5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.07500000000000001;1;1;21;21;0.001;2
106;5;14;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.11599999999999999;1;1;6;6;0.002;5
106;5;15;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.11599999999999999;1;1;6;6;0.002;5
106;5;16;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.11599999999999999;1;-1;7;7;0.002;6
