subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
67;1;1;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.07;0;1;0;0;0.008;1
67;1;2;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.12;0;0;0;0;0.008;5
67;1;3;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.07800000000000001;1;1;0;0;0.008;2
67;1;4;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.12;0;0;0;0;0.008;5
67;1;5;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.12;0;0;0;0;0.008;5
67;1;6;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.08600000000000002;1;1;0;0;0.008;1
67;1;7;2.5;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.09400000000000003;1;-1;1;1;0.008;5
67;1;8;5.0;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.12;0;0;0;0;0.008;5
67;1;9;2.5;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.08600000000000002;-1;1;2;2;0.004;1
67;1;10;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.09000000000000002;1;-1;3;3;0.004;5
67;1;11;5.0;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.12;0;0;0;0;0.008;5
67;1;12;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.12;0;-1;0;0;0.008;6
67;1;13;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.11199999999999999;-1;-1;0;0;0.008;5
67;1;14;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.08600000000000002;-1;-1;3;3;0.004;6
67;1;15;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.08200000000000002;-1;-1;3;3;0.004;5
67;1;16;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.11199999999999999;-1;-1;0;0;0.008;5
67;2;1;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.11199999999999999;-1;-1;0;0;0.008;5
