ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
85	0	neu_l_37.wav	r_lup_18.wav	1	-1	1	2015-06-19_10.59.26.343000
85	0	neu_l_57.wav	neg_r_48.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	l_tol_19.wav	neu_r_52.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_39.wav	neg_r_45.wav	0	-1	1	2015-06-19_10.59.26.343000
85	0	neu_l_29.wav	neu_r_22.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_35.wav	r_lup_1.wav	1	1	1	2015-06-19_10.59.26.343000
85	0	neu_l_20.wav	pos_r_43.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	l_tol_20.wav	neu_r_56.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_63.wav	r_lup_18.wav	1	-1	1	2015-06-19_10.59.26.343000
85	0	neu_l_40.wav	neg_r_80.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_63.wav	r_lup_2.wav	1	1	1	2015-06-19_10.59.26.343000
85	0	neu_l_72.wav	pos_r_32.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_38.wav	pos_r_57.wav	0	1	1	2015-06-19_10.59.26.343000
85	0	neu_l_20.wav	neu_r_79.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_42.wav	r_lup_19.wav	1	-1	1	2015-06-19_10.59.26.343000
85	0	neu_l_45.wav	neg_r_28.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	l_tol_1.wav	neu_r_51.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_78.wav	r_lup_19.wav	1	-1	1	2015-06-19_10.59.26.343000
85	0	neu_l_13.wav	neg_r_44.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	l_tol_3.wav	neu_r_67.wav	0	0	0	2015-06-19_10.59.26.343000
85	0	neu_l_50.wav	r_lup_2.wav	1	1	1	2015-06-19_10.59.26.343000
85	0	neu_l_72.wav	pos_r_73.wav	0	0	0	2015-06-19_10.59.26.343000
