ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
50	0	neu_l_28.wav	neg_r_55.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_11.wav	neu_r_52.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_26.wav	neg_r_48.wav	0	-1	1	2015-06-16_12.01.45.265000
50	0	neu_l_66.wav	neu_r_4.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_58.wav	r_nif_1.wav	1	-1	1	2015-06-16_12.01.45.265000
50	0	neu_l_74.wav	neg_r_77.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_16.wav	neu_r_80.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_33.wav	r_nif_20.wav	1	1	1	2015-06-16_12.01.45.265000
50	0	neu_l_17.wav	pos_r_57.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_10.wav	neg_r_72.wav	0	-1	1	2015-06-16_12.01.45.265000
50	0	neu_l_44.wav	neu_r_51.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_56.wav	r_nif_9.wav	1	-1	1	2015-06-16_12.01.45.265000
50	1	neu_l_38.wav	neg_r_1.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_17.wav	r_nif_1.wav	1	-1	1	2015-06-16_12.01.45.265000
50	1	neu_l_67.wav	neg_r_68.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_6.wav	neu_r_27.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_7.wav	neu_r_25.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_4.wav	neu_r_18.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_5.wav	r_nif_14.wav	1	1	1	2015-06-16_12.01.45.265000
50	1	neu_l_36.wav	pos_r_11.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_33.wav	pos_r_37.wav	0	1	1	2015-06-16_12.01.45.265000
50	0	neu_l_22.wav	neu_r_57.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_2.wav	neu_r_49.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_37.wav	pos_r_6.wav	0	1	1	2015-06-16_12.01.45.265000
50	0	neu_l_13.wav	neu_r_4.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_14.wav	r_nif_14.wav	1	1	1	2015-06-16_12.01.45.265000
50	1	neu_l_53.wav	pos_r_40.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_55.wav	r_nif_20.wav	1	1	1	2015-06-16_12.01.45.265000
50	1	neu_l_74.wav	pos_r_50.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_29.wav	r_nif_9.wav	1	-1	1	2015-06-16_12.01.45.265000
50	1	neu_l_28.wav	neg_r_55.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_11.wav	neu_r_52.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_26.wav	neg_r_48.wav	0	-1	1	2015-06-16_12.01.45.265000
50	0	neu_l_66.wav	neu_r_4.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_58.wav	r_nif_1.wav	1	-1	1	2015-06-16_12.01.45.265000
50	1	neu_l_74.wav	neg_r_77.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	l_tol_16.wav	neu_r_80.wav	0	0	0	2015-06-16_12.01.45.265000
50	0	neu_l_33.wav	r_nif_20.wav	1	1	1	2015-06-16_12.01.45.265000
50	1	neu_l_17.wav	pos_r_57.wav	0	0	0	2015-06-16_12.01.45.265000
