ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
38	0	neu_l_61.wav	r_tol_8.wav	1	1	1	2015-06-10_15.31.34.046000
38	0	neu_l_44.wav	pos_r_13.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_1.wav	neu_r_52.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_6.wav	neu_r_53.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_34.wav	neg_r_21.wav	0	-1	1	2015-06-10_15.31.34.046000
38	0	neu_l_74.wav	neu_r_53.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_44.wav	r_tol_14.wav	1	1	1	2015-06-10_15.31.34.046000
38	1	neu_l_1.wav	pos_r_8.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_16.wav	r_tol_9.wav	1	-1	1	2015-06-10_15.31.34.046000
38	1	neu_l_56.wav	neg_r_37.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_73.wav	r_tol_14.wav	1	1	1	2015-06-10_15.31.34.046000
38	0	neu_l_8.wav	pos_r_71.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_70.wav	r_tol_8.wav	1	1	1	2015-06-10_15.31.34.046000
38	1	neu_l_61.wav	pos_r_78.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_14.wav	neu_r_2.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_18.wav	neu_r_76.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_4.wav	neu_r_64.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_40.wav	pos_r_68.wav	0	1	1	2015-06-10_15.31.34.046000
38	0	neu_l_73.wav	neu_r_71.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_37.wav	r_tol_15.wav	1	-1	1	2015-06-10_15.31.34.046000
38	1	neu_l_3.wav	neg_r_31.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_20.wav	neu_r_6.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_11.wav	r_tol_9.wav	1	-1	1	2015-06-10_15.31.34.046000
38	1	neu_l_44.wav	neg_r_25.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_39.wav	neg_r_60.wav	0	-1	1	2015-06-10_15.31.34.046000
38	0	neu_l_68.wav	neu_r_54.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_32.wav	pos_r_19.wav	0	1	1	2015-06-10_15.31.34.046000
38	0	neu_l_60.wav	neu_r_75.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_57.wav	r_tol_15.wav	1	-1	1	2015-06-10_15.31.34.046000
38	1	neu_l_42.wav	neg_r_61.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	neu_l_61.wav	r_tol_8.wav	1	1	1	2015-06-10_15.31.34.046000
38	1	neu_l_44.wav	pos_r_13.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_1.wav	neu_r_52.wav	0	0	0	2015-06-10_15.31.34.046000
38	0	l_lup_6.wav	neu_r_53.wav	0	0	0	2015-06-10_15.31.34.046000
