ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
87	0	neu_l_52.wav	pos_r_3.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_11.wav	neu_r_15.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_4.wav	neu_r_77.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_8.wav	r_nif_6.wav	1	1	1	2015-06-19_12.51.22.308000
87	0	neu_l_19.wav	pos_r_15.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_5.wav	neu_r_4.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_36.wav	pos_r_33.wav	0	1	1	2015-06-19_12.51.22.308000
87	0	neu_l_64.wav	neu_r_26.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_22.wav	r_nif_9.wav	1	-1	1	2015-06-19_12.51.22.308000
87	1	neu_l_61.wav	neg_r_64.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_21.wav	r_nif_9.wav	1	-1	1	2015-06-19_12.51.22.308000
87	1	neu_l_48.wav	neg_r_17.wav	0	0	0	2015-06-19_12.51.22.308000
87	1	l_lup_10.wav	neu_r_31.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_63.wav	r_nif_17.wav	1	1	1	2015-06-19_12.51.22.308000
87	1	neu_l_34.wav	pos_r_42.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_14.wav	neu_r_4.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_12.wav	neu_r_68.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_3.wav	neg_r_40.wav	0	-1	1	2015-06-19_12.51.22.308000
87	0	neu_l_76.wav	neu_r_40.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_29.wav	r_nif_13.wav	1	-1	1	2015-06-19_12.51.22.308000
87	1	neu_l_65.wav	neg_r_23.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_75.wav	r_nif_13.wav	1	-1	1	2015-06-19_12.51.22.308000
87	1	neu_l_61.wav	neg_r_74.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_60.wav	r_nif_17.wav	1	1	1	2015-06-19_12.51.22.308000
87	1	neu_l_67.wav	pos_r_20.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_28.wav	neg_r_61.wav	0	-1	1	2015-06-19_12.51.22.308000
87	0	neu_l_33.wav	neu_r_9.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_33.wav	pos_r_31.wav	0	1	1	2015-06-19_12.51.22.308000
87	0	neu_l_51.wav	neu_r_62.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_74.wav	r_nif_6.wav	1	1	1	2015-06-19_12.51.22.308000
87	1	neu_l_52.wav	pos_r_3.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_11.wav	neu_r_15.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_4.wav	neu_r_77.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_8.wav	r_nif_6.wav	1	1	1	2015-06-19_12.51.22.308000
87	1	neu_l_19.wav	pos_r_15.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	l_lup_5.wav	neu_r_4.wav	0	0	0	2015-06-19_12.51.22.308000
87	0	neu_l_36.wav	pos_r_33.wav	0	1	1	2015-06-19_12.51.22.308000
87	0	neu_l_64.wav	neu_r_26.wav	0	0	0	2015-06-19_12.51.22.308000
