ParticipantNumber	NumFramesCS	US	CS	AnswerNumber	Correct	PCName	timeStamp	
45	230	FeaRaFD4.jpg	Aero02.jpg	2	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp3.jpg	Water6.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp1.jpg	Water6.jpg	7	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS1.jpg	Aero03.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS1.jpg	Aero06.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp1.jpg	Water3.jpg	3	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp3.jpg	Aero08.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS3.jpg	Aero03.jpg	7	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS2.jpg	Aero03.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD1.jpg	Water5.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	175	USMotivation.jpg	WaterMotivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS1.jpg	Water1.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD4.jpg	Water7.jpg	4	0	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD3.jpg	Aero07.jpg	7	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD5.jpg	Water7.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS5.jpg	Water1.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD5.jpg	Aero07.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD2.jpg	Aero02.jpg	2	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp4.jpg	Aero01.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	175	US2Motivation.jpg	Aero0Motivation.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	171	MereExp2.jpg	Aero08.jpg	5	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS4.jpg	Aero06.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp4.jpg	Aero08.jpg	4	0	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD3.jpg	Water8.jpg	8	1	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS2.jpg	Water1.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD5.jpg	Aero05.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS3.jpg	Water1.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	175	USMotivation.jpg	WaterMotivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp2.jpg	Water3.jpg	3	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD3.jpg	Aero05.jpg	7	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS2.jpg	Aero06.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD3.jpg	Aero04.jpg	5	0	labor4	2015-01-23_11.43.40.874000
45	230	MereExp1.jpg	Aero01.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD3.jpg	Water5.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD2.jpg	Water7.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD5.jpg	Water8.jpg	8	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD1.jpg	Aero05.jpg	8	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD2.jpg	Water4.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD5.jpg	Water4.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp5.jpg	Water3.jpg	3	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp2.jpg	Water6.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD3.jpg	Water7.jpg	4	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS1.jpg	Water2.jpg	6	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS5.jpg	Aero03.jpg	6	0	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD4.jpg	Aero07.jpg	7	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD1.jpg	Aero07.jpg	7	1	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS3.jpg	Aero06.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD1.jpg	Aero02.jpg	2	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp4.jpg	Water3.jpg	3	1	labor4	2015-01-23_11.43.40.874000
45	175	USMotivation.jpg	WaterMotivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD1.jpg	Water7.jpg	8	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS3.jpg	Water2.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS5.jpg	Aero06.jpg	6	1	labor4	2015-01-23_11.43.40.874000
45	175	USMotivation.jpg	WaterMotivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD4.jpg	Aero04.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	175	US2Motivation.jpg	Aero0Motivation.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	175	US2Motivation.jpg	Aero0Motivation.jpg	6	0	labor4	2015-01-23_11.43.40.874000
45	171	MereExp4.jpg	Water6.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD1.jpg	Water4.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	230	DisIAPS4.jpg	Water1.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	171	MereExp5.jpg	Water6.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD5.jpg	Aero02.jpg	2	1	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS4.jpg	Water2.jpg	7	0	labor4	2015-01-23_11.43.40.874000
45	171	MereExp1.jpg	Aero08.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	175	USMotivation.jpg	WaterMotivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp5.jpg	Aero01.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD4.jpg	Water4.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD5.jpg	Aero04.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp2.jpg	Aero01.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD2.jpg	Water8.jpg	8	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp3.jpg	Water3.jpg	3	1	labor4	2015-01-23_11.43.40.874000
45	175	US2Motivation.jpg	Aero0Motivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD1.jpg	Water8.jpg	8	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD2.jpg	Aero07.jpg	7	1	labor4	2015-01-23_11.43.40.874000
45	230	DisRaFD4.jpg	Water8.jpg	8	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD2.jpg	Aero04.jpg	2	0	labor4	2015-01-23_11.43.40.874000
45	175	US2Motivation.jpg	Aero0Motivation.jpg	99	1	labor4	2015-01-23_11.43.40.874000
45	230	MereExp3.jpg	Aero01.jpg	1	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD5.jpg	Water5.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD3.jpg	Aero02.jpg	2	1	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD2.jpg	Water5.jpg	1	0	labor4	2015-01-23_11.43.40.874000
45	171	FeaRaFD4.jpg	Aero05.jpg	3	0	labor4	2015-01-23_11.43.40.874000
45	171	MereExp5.jpg	Aero08.jpg	7	0	labor4	2015-01-23_11.43.40.874000
45	230	FeaRaFD3.jpg	Water4.jpg	4	1	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS5.jpg	Water2.jpg	8	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS2.jpg	Water2.jpg	6	0	labor4	2015-01-23_11.43.40.874000
45	171	DisIAPS4.jpg	Aero03.jpg	4	0	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD4.jpg	Water5.jpg	8	0	labor4	2015-01-23_11.43.40.874000
45	171	DisRaFD1.jpg	Aero04.jpg	6	0	labor4	2015-01-23_11.43.40.874000
