US	CS	Time	PCName	timeStamp
n30.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
neu3.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n11.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
neu10.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
p36.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
neu4.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
n46.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
neu10.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
p22.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
neu6.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n50.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
neu9.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
n40.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
neu4.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n30.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
neu8.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
n14.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
neu6.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
neu8.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
p89.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
n50.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
neu1.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
neu7.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n11.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
neu9.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n14.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
neu5.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n13.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
p36.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
neu2.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
p73.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n11.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	39b.png	153	methexp32	2017-07-21_09.59.42.949000
n13.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
neu2.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
p23.wav	20b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
n30.wav	67b.png	153	methexp32	2017-07-21_09.59.42.949000
n45.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
neu5.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
p45.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
neu7.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
p53.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
neu3.wav	50.png	158	methexp32	2017-07-21_09.59.42.949000
p73.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
p52.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	99.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	02b.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
n46.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
p21.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
p91.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
n25.wav	13b.png	153	methexp32	2017-07-21_09.59.42.949000
p53.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
n31.wav	72b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	70b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	14b.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	12b.png	153	methexp32	2017-07-21_09.59.42.949000
p45.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
n14.wav	43.png	153	methexp32	2017-07-21_09.59.42.949000
p89.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
n40.wav	68b.png	153	methexp32	2017-07-21_09.59.42.949000
p73.wav	77b.png	153	methexp32	2017-07-21_09.59.42.949000
p23.wav	81b.png	153	methexp32	2017-07-21_09.59.42.949000
neu1.wav	29.png	170	methexp32	2017-07-21_09.59.42.949000
n40.wav	98b.png	153	methexp32	2017-07-21_09.59.42.949000
p22.wav	16b.png	153	methexp32	2017-07-21_09.59.42.949000
