US	CS	Time	PCName	timeStamp
n13.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
n11.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
p21.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n14.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
p91.wav	04.png	152	methexp32	2017-03-06_10.19.56.879000
n11.wav	03.png	250	methexp32	2017-03-06_10.19.56.879000
neu2.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
n25.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
n50.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
p91.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
n46.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
p52.wav	04.png	152	methexp32	2017-03-06_10.19.56.879000
p23.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
p73.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
n11.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
p53.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
neu8.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
n46.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
neu2.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
p73.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n25.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
neu5.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
p21.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
p53.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
p89.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
p23.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
p52.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
p36.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
neu6.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
n13.wav	03.png	250	methexp32	2017-03-06_10.19.56.879000
neu10.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
neu3.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
p73.wav	04.png	152	methexp32	2017-03-06_10.19.56.879000
p45.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
n46.wav	03.png	250	methexp32	2017-03-06_10.19.56.879000
p36.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n13.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
neu7.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
p89.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
p36.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
n14.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
n31.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
p22.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
n40.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
neu9.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
n45.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
n31.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
neu1.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
p89.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n25.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
p23.wav	04.png	152	methexp32	2017-03-06_10.19.56.879000
n30.wav	50.png	152	methexp32	2017-03-06_10.19.56.879000
p22.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
p53.wav	14.png	250	methexp32	2017-03-06_10.19.56.879000
p21.wav	20.png	152	methexp32	2017-03-06_10.19.56.879000
neu10.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
neu1.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
neu8.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
neu4.wav	MotivationCS27.png	170	methexp32	2017-03-06_10.19.56.879000
p53.wav	04.png	152	methexp32	2017-03-06_10.19.56.879000
p45.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n30.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
n40.wav	03.png	250	methexp32	2017-03-06_10.19.56.879000
neu4.wav	MotivationCS33.png	158	methexp32	2017-03-06_10.19.56.879000
p52.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
n45.wav	03.png	250	methexp32	2017-03-06_10.19.56.879000
n50.wav	22.png	250	methexp32	2017-03-06_10.19.56.879000
n31.wav	51.png	152	methexp32	2017-03-06_10.19.56.879000
p91.wav	08.png	250	methexp32	2017-03-06_10.19.56.879000
