phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,63,1,52,1,2,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,1,53,1,2,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,1,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,55,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,1,56,1,1,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,1,57,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,1,58,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,59,1,1,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,1,60,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,1,61,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,1,62,1,2,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,1,63,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,63,1,64,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,1,65,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,66,1,3,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,1,67,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,63,1,68,1,1,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,1,69,1,NA,NA,NA,5970.JPG,empty.png,0,None,None,None,None
trials,63,1,70,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,71,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,1,72,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,1,73,1,2,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,1,74,1,3,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,1,75,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,1,76,1,3,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,1,77,1,3,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,1,78,1,3,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,1,79,1,2,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,1,80,1,4,positive,acquisition,20.png,1440.JPG,1,1,9,1,None
trials,63,1,81,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,1,82,1,3,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,1,83,1,3,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,1,84,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,63,1,85,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,1,86,1,4,neutral,acquisition,11.png,7233.JPG,1,0,0,10,None
trials,63,1,87,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,88,1,3,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,1,89,1,3,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,1,90,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,1,91,1,4,positive,extinction,5.png,empty.png,1,0,0,0,None
trials,63,1,92,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,93,1,4,negative,extinction,23.png,empty.png,1,1,1,1,None
trials,63,1,94,1,3,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,1,95,1,2,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,1,96,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,63,1,97,1,3,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,1,98,1,3,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,1,99,1,2,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,1,100,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,101,1,3,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,1,102,1,2,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,1,103,1,3,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,1,104,1,4,negative,acquisition,10.png,9041.JPG,1,1,7,5,None
trials,63,1,105,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,63,1,106,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,107,1,3,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,1,108,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,1,109,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,63,1,110,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,111,1,NA,NA,NA,5970.JPG,empty.png,0,None,None,None,None
trials,63,1,112,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,1,113,1,3,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,1,114,1,4,neutral,extinction,24.png,empty.png,1,0,0,0,None
trials,63,2,1,1,5,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,2,2,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,63,2,3,1,5,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,2,4,1,4,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,2,5,1,4,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,2,6,1,4,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,2,7,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,63,2,8,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,63,2,9,1,4,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,2,10,1,4,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,2,11,1,4,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,2,12,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,2,13,1,4,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,2,14,1,6,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,2,15,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,2,16,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,63,2,17,1,5,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,2,18,1,4,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,2,19,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,63,2,20,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,21,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,63,2,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,23,1,4,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,2,24,1,5,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,2,25,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,2,26,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,63,2,27,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,28,1,6,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,2,29,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,2,30,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,63,2,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,32,1,NA,NA,NA,5970.JPG,empty.png,0,None,None,None,None
trials,63,2,33,1,6,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,2,34,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,35,1,5,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,2,36,1,4,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,2,37,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,2,38,1,5,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,2,39,1,6,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,2,40,1,5,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,2,41,1,5,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,2,42,1,6,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,2,43,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,2,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,45,1,5,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,2,46,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,47,1,5,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,2,48,1,4,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,2,49,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,2,50,1,5,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,2,51,1,4,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,2,52,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,2,53,1,5,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,2,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,55,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,2,56,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,63,2,57,1,6,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,2,58,1,6,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,2,59,1,5,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,2,60,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,63,2,61,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,2,62,1,6,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,2,63,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,63,2,64,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,65,1,5,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,2,66,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,67,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,2,68,1,6,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,2,69,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,2,70,1,6,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,2,71,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,2,72,1,5,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,2,73,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,74,1,6,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,2,75,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,63,2,76,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,77,1,5,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,2,78,1,7,neutral,acquisition,14.png,7705.JPG,1,0,0,10,None
trials,63,2,79,1,6,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,2,80,1,5,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,2,81,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,63,2,82,1,7,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,2,83,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,84,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,2,85,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,86,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,2,87,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,2,88,1,7,negative,acquisition,9.png,2399.JPG,1,10,0,0,None
trials,63,2,89,1,7,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,2,90,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,2,91,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,92,1,7,negative,extinction,18.png,empty.png,1,0,0,0,None
trials,63,2,93,1,6,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,2,94,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,63,2,95,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,96,1,7,neutral,extinction,4.png,empty.png,1,0,0,0,None
trials,63,2,97,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,63,2,98,1,7,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,2,99,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,63,2,100,1,6,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,2,101,1,5,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,2,102,1,7,positive,acquisition,12.png,1610.JPG,1,0,10,0,None
trials,63,2,103,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,104,1,6,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,2,105,1,7,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,2,106,1,7,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,2,107,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,2,108,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,63,2,109,1,6,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,2,110,1,6,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,2,111,1,7,positive,extinction,3.png,empty.png,1,0,0,0,None
trials,63,2,112,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,2,113,1,7,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,2,114,1,6,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,3,1,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,63,3,2,1,7,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,3,3,1,8,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,3,4,1,8,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,3,5,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,6,1,8,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,3,7,1,7,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,3,8,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,63,3,9,1,8,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,3,10,1,9,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,3,11,1,8,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,3,12,1,9,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,3,13,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,63,3,14,1,7,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,3,15,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,16,1,8,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,3,17,1,NA,NA,NA,5970.JPG,empty.png,0,None,None,None,None
trials,63,3,18,1,8,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,3,19,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,20,1,7,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,3,21,1,8,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,3,22,1,9,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,3,23,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,24,1,7,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,3,25,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,26,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,3,27,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,3,28,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,63,3,29,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,30,1,8,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,3,31,1,8,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,3,32,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,3,33,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,3,34,1,9,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,3,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,36,1,8,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,3,37,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,63,3,38,1,8,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,3,39,1,8,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,3,40,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,63,3,41,1,8,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,3,42,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,63,3,43,1,7,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,3,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,45,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,63,3,46,1,10,negative,acquisition,10.png,9041.JPG,0,None,None,None,None
trials,63,3,47,1,9,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,3,48,1,9,positive,acquisition,12.png,1610.JPG,0,None,None,None,None
trials,63,3,49,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,63,3,50,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,3,51,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,3,52,1,8,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,3,53,1,8,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,3,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,55,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,3,56,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,63,3,57,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,58,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,63,3,59,1,9,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,63,3,60,1,9,positive,acquisition,1.png,1460.JPG,0,None,None,None,None
trials,63,3,61,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,63,3,62,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,63,1,10,neutral,extinction,7.png,empty.png,1,0,0,0,None
trials,63,3,64,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,65,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,3,66,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,3,67,1,9,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,3,68,1,10,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,63,3,69,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,63,3,70,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,63,3,71,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,3,72,1,9,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,63,3,73,1,9,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,63,3,74,1,8,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,3,75,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,3,76,1,NA,NA,NA,2.png,25.png,0,None,None,None,None
trials,63,3,77,1,10,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,63,3,78,1,10,positive,extinction,26.png,empty.png,1,0,0,0,None
trials,63,3,79,1,9,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,3,80,1,10,negative,extinction,8.png,empty.png,1,0,0,0,None
trials,63,3,81,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,82,1,10,positive,acquisition,1.png,1460.JPG,1,0,10,0,None
trials,63,3,83,1,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,63,3,84,1,NA,NA,NA,9000.JPG,9280.JPG,0,None,None,None,None
trials,63,3,85,1,8,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,3,86,1,9,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,3,87,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,88,1,10,neutral,acquisition,14.png,7705.JPG,0,None,None,None,None
trials,63,3,89,1,9,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,3,90,1,10,positive,acquisition,20.png,1440.JPG,0,None,None,None,None
trials,63,3,91,1,NA,NA,NA,5611.JPG,5780.JPG,0,None,None,None,None
trials,63,3,92,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,93,1,9,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,3,94,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,63,3,95,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,63,3,96,1,10,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,63,3,97,1,9,negative,acquisition,17.png,2900.1.JPG,0,None,None,None,None
trials,63,3,98,1,9,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,3,99,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,100,1,9,neutral,acquisition,21.png,7009.JPG,0,None,None,None,None
trials,63,3,101,1,10,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,63,3,102,1,10,neutral,acquisition,21.png,7009.JPG,1,0,0,10,None
trials,63,3,103,1,10,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,63,3,104,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,105,1,10,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,63,3,106,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,63,3,107,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,63,3,108,1,10,negative,acquisition,9.png,2399.JPG,0,None,None,None,None
trials,63,3,109,1,10,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,63,3,110,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,63,3,111,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,63,3,112,1,10,negative,acquisition,17.png,2900.1.JPG,1,10,0,0,None
