block_nr,count__expectancy,count_ec_block_loop,count_ec_blocks_loop,count_expectancy,expectancy,order,response__expectancy,response_expectancy,response_time__expectancy,response_time_expectancy,stim1,stim2,subject_nr,time_ec_block_loop,time_expectancy,usval
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5870.JPG","5611.JPG","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9280.JPG","5780.JPG","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1721.JPG","20.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","8.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","19.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1721.JPG","20.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5720.JPG","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2399.JPG","17.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","4.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","18.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","26.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","27.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9265.JPG","10.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9265.JPG","10.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","3.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2900.1.JPG","9.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5250.JPG","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","3.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","27.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","5970.JPG","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","7.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","6.png","22.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1440.JPG","12.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","19.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7000.JPG","11.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","23.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","8.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9265.JPG","10.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7035.JPG","21.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","3.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7000.JPG","11.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1440.JPG","12.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","25.png","54","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1721.JPG","20.png","54","NA","NA","NA"
