phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,381,expect_first,c2,11.png,extinction,neutral,5
c2ratings,381,expect_first,c2,9.png,negative,extinction,5
c2ratings,381,expect_first,c2,21.png,positive,extinction,12
c2ratings,381,expect_first,c2,7.png,extinction,positive,12
c2ratings,381,expect_first,c2,20.png,extinction,negative,6
c2ratings,381,expect_first,c2,14.png,extinction,neutral,5
c2ratings,381,expect_first,c2,10.png,positive,extinction,5
c2ratings,381,expect_first,c2,8.png,extinction,neutral,5
c2ratings,381,expect_first,c2,18.png,negative,extinction,5
c2ratings,381,expect_first,c2,1.png,extinction,negative,8
c2ratings,381,expect_first,c2,26.png,extinction,negative,1
c2ratings,381,expect_first,c2,12.png,neutral,extinction,10
c2ratings,381,expect_first,c2,24.png,extinction,positive,15
c2ratings,381,expect_first,c2,17.png,neutral,extinction,4
c2ratings,381,expect_first,c2,23.png,negative,extinction,13
c2ratings,381,expect_first,c2,4.png,positive,extinction,9
c2ratings,381,expect_first,c2,5.png,extinction,positive,16
c2ratings,381,expect_first,c2,3.png,neutral,extinction,4
