subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
2,EC_subj_obj,pokemon,0,18_mittel.png,neutral,filler,neu2580.png,picture,neu7187.png,neu2580.png,neu7004.png,Kreis,Wand,Glas,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2022110,2034283
2,EC_subj_obj,pokemon,1,16_mittel.png,positive,control,Bücher,word,2040.png,8370.png,7350.png,Sommer,Bücher,Ruhe,picture,picture,picture,word,word,word,no,no,no,no,yes,no,2035325,2041575
2,EC_subj_obj,pokemon,2,10_mittel.png,neutral,filler,neu7004.png,picture,neu7004.png,neu7550.png,neu5395.png,Wand,Hand,Linie,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2042616,2046260
2,EC_subj_obj,pokemon,3,4_mittel.png,negative,critical,Gewalt,word,3550.png,9400.png,7380.png,Gewalt,Teufel,Angst,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2047300,2052505
2,EC_subj_obj,pokemon,4,5_mittel.png,negative,critical,2141.png,picture,9430.png,2141.png,2900.png,Gift,Angst,Gemeinheit,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2053546,2061944
2,EC_subj_obj,pokemon,5,23_mittel.png,positive,critical,Kunst,word,4606.png,2050.png,2040.png,Kunst,Romantik,Spaß,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2062984,2068781
2,EC_subj_obj,pokemon,6,22_mittel.png,negative,control,9920.png,picture,2276.png,9920.png,9265.png,Teufel,Horror,Kälte,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2069821,2073273
2,EC_subj_obj,pokemon,7,11_mittel.png,negative,critical,6555.png,picture,6555.png,6311.png,2276.png,Ärger,Horror,Waffe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2074313,2078667
2,EC_subj_obj,pokemon,8,9_mittel.png,positive,critical,7470.png,picture,4606.png,7470.png,8080.png,Freizeit,Kinder,Strand,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2079716,2086597
2,EC_subj_obj,pokemon,9,2_mittel.png,neutral,filler,Dach,word,neu7640.png,neu7080.png,neu7490.png,Tuch,Dach,Lampe,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2087637,2090696
2,EC_subj_obj,pokemon,10,25_mittel.png,neutral,filler,Kreis,word,neu7490.png,neu7640.png,neu7000.png,Linie,Tuch,Kreis,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2091736,2095461
2,EC_subj_obj,pokemon,11,39_mittel.png,positive,critical,5594.png,picture,2900.2.png,5594.png,2058.png,Natur,Kinder,Frieden,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2096501,2100827
2,EC_subj_obj,pokemon,12,24_mittel.png,positive,critical,Meer,word,8190.png,7230.png,8330.png,Geschenk,Meer,Himmel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2101867,2108097
2,EC_subj_obj,pokemon,13,37_mittel.png,neutral,filler,Schrank,word,neu2580.png,neu7004.png,neu1616.png,Hand,Tuch,Schrank,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2109139,2112286
2,EC_subj_obj,pokemon,14,15_mittel.png,neutral,filler,Sessel,word,neu1616.png,neu2220.png,neu7550.png,Kreis,Sessel,Hand,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2113326,2118121
2,EC_subj_obj,pokemon,15,40_mittel.png,negative,critical,Folter,word,9220.png,9331.png,6020.png,Abgrund,Tod,Folter,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2119162,2128525
