subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
102,EC_subj_obj,nonword,0,tafta,neutral,filler,neu5395.png,picture,neu2220.png,neu5395.png,neu7000.png,Knopf,Bein,Kreis,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2115550,2128578
102,EC_subj_obj,nonword,1,trelle,negative,critical,Mord,word,2141.png,9520.png,6530.png,Hektik,Mord,Sucht,picture,picture,picture,word,word,word,no,no,no,no,no,no,2129618,2135678
102,EC_subj_obj,nonword,2,parlic,negative,critical,9220.png,picture,9265.png,9342.png,9220.png,Mühe,Frust,Geschwür,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2136718,2141462
102,EC_subj_obj,nonword,3,lobee,negative,control,Tod,word,9182.png,2053.png,3550.png,Folter,Betrug,Tod,picture,picture,picture,word,word,word,no,no,no,no,no,no,2142502,2147530
102,EC_subj_obj,nonword,4,seloom,positive,critical,Kuss,word,1650.png,2058.png,5830.png,Sonne,Kuss,Geschenk,picture,picture,picture,word,word,word,no,no,no,no,no,no,2148570,2152924
102,EC_subj_obj,nonword,5,avouco,positive,critical,Glück,word,5910.png,2209.png,2057.png,Rose,Glück,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,no,2153967,2155454
102,EC_subj_obj,nonword,6,tavoo,neutral,filler,neu2635.png,picture,neu7000.png,neu2635.png,neu5510.png,Knopf,Bein,Glas,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2156494,2165998
102,EC_subj_obj,nonword,7,naptor,neutral,filler,Bein,word,neu2220.png,neu2580.png,neu7080.png,Linie,Wand,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,2167037,2173181
102,EC_subj_obj,nonword,8,roosle,negative,critical,Wahnsinn,word,9400.png,9340.png,7380.png,Frust,Wahnsinn,Unglück,picture,picture,picture,word,word,word,no,no,no,no,no,no,2174221,2175664
102,EC_subj_obj,nonword,9,babit,negative,critical,6831.png,picture,2900.png,6530.png,6831.png,Henker,Teufel,Gift,picture,picture,picture,word,word,word,no,no,no,no,no,no,2176704,2178094
102,EC_subj_obj,nonword,10,zillie,neutral,filler,Knopf,word,neu2635.png,neu7090.png,neu5510.png,Knopf,Tuch,Lampe,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2179134,2185842
102,EC_subj_obj,nonword,11,coskie,positive,control,7330.png,picture,8540.png,1650.png,7330.png,Geschenk,Freund,Wärme,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2186881,2188890
102,EC_subj_obj,nonword,12,altine,positive,critical,7470.png,picture,5629.png,4622.png,7470.png,Kinder,Mutter,Sonne,picture,picture,picture,word,word,word,no,no,no,no,no,no,2189937,2196789
102,EC_subj_obj,nonword,13,hesire,positive,critical,7470.png,picture,4220.png,7470.png,2057.png,Blume,Witz,Sommer,picture,picture,picture,word,word,word,no,no,no,no,no,no,2197829,2199029
102,EC_subj_obj,nonword,14,pubio,neutral,filler,neu7000.png,picture,neu7640.png,neu2635.png,neu7000.png,Glas,Bein,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2200070,2204602
102,EC_subj_obj,nonword,15,makan,neutral,filler,Tuch,word,neu7000.png,neu7090.png,neu2580.png,Tuch,Bein,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,2205643,2206577
