block_nr,count__expectancy,count_ec_block_loop,count_ec_blocks_loop,count_expectancy,expectancy,order,response__expectancy,response_expectancy,response_time__expectancy,response_time_expectancy,stim1,stim2,subject_nr,time_ec_block_loop,time_expectancy,usval
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","empty.png","253","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","7233.JPG","253","NA","NA","NA"
"1","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5780.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","7002.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","25.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","19.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","2900.1.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","19.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","25.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","1620.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","5720.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","7002.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","13.png","22.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","9432.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","7233.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7006.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5970.JPG","9000.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9280.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","6.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","7233.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","1620.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","5870.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9280.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","2900.1.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5780.JPG","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9280.JPG","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","9432.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","25.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","2900.1.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","7233.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","6.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1440.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","1620.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1440.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","5720.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","13.png","22.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","13.png","22.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5970.JPG","9000.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","9432.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","6.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5780.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5970.JPG","9000.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","11.png","7233.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","12.png","9432.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5780.JPG","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5660.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","7002.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","5870.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7006.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","19.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","7.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1440.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","5720.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5660.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","5870.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","2.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","24.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7006.JPG","253","NA","NA","NA"
"2","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5780.JPG","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","25.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","5870.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","7002.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","9432.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7006.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","6.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","5870.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2100.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","5720.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1440.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","1540.JPG","253","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","2900.1.JPG","253","NA","NA","NA"
