c2memory,59,gogo_5.jpg,(neg),negative,no,no,yes,no,no,yes,no,no,
c2memory,59,gogo_3.jpg,negative,(neg),yes,no,no,no,no,yes,no,no,
c2memory,59,gogo_12.jpg,positive,negative,yes,no,no,no,no,no,yes,no,
c2memory,59,gogo_6.jpg,positive,positive,yes,no,no,no,no,yes,no,no,
c2memory,59,gogo_16.jpg,negative,positive,yes,no,no,no,no,no,no,yes,
c2memory,59,gogo_7.jpg,positive,(pos),yes,no,no,no,no,no,no,yes,
c2memory,59,gogo_13.jpg,(pos),positive,no,yes,no,no,yes,no,no,no,
c2memory,59,gogo_20.jpg,negative,negative,no,no,yes,no,no,no,yes,no,
c2memory,59,gogo_2.jpg,positive,negative,yes,no,no,no,no,no,no,yes,
c2memory,59,gogo_9.jpg,positive,positive,yes,no,no,no,no,no,no,yes,
c2memory,59,gogo_4.jpg,negative,positive,no,no,yes,no,yes,no,no,no,
c2memory,59,gogo_17.jpg,negative,negative,no,yes,no,no,yes,no,no,no,
c1memory,59,gogo_20.jpg,negative,negative,yes,no,no,no,no,yes,no,no,
c1memory,59,gogo_5.jpg,(neg),negative,no,yes,no,no,yes,no,no,no,
c1memory,59,gogo_4.jpg,negative,positive,no,yes,no,no,no,yes,no,no,
c1memory,59,gogo_13.jpg,(pos),positive,yes,no,no,no,no,yes,no,no,
c1memory,59,gogo_6.jpg,positive,positive,yes,no,no,no,no,no,no,yes,
c1memory,59,gogo_12.jpg,positive,negative,yes,no,no,no,no,no,no,yes,
c1memory,59,gogo_16.jpg,negative,positive,no,yes,no,no,yes,no,no,no,
c1memory,59,gogo_17.jpg,negative,negative,no,yes,no,no,no,yes,no,no,
c1memory,59,gogo_2.jpg,positive,negative,no,no,yes,no,no,no,yes,no,
c1memory,59,gogo_7.jpg,positive,(pos),no,no,yes,no,no,no,yes,no,
c1memory,59,gogo_3.jpg,negative,(neg),no,no,yes,no,no,yes,no,no,
c1memory,59,gogo_9.jpg,positive,positive,no,no,yes,no,no,no,no,yes,
