c2memory,79,gogo_2.jpg,(neg),negative,no,yes,no,no,no,yes,no,no,
c2memory,79,gogo_5.jpg,positive,(pos),yes,no,no,no,yes,no,no,no,
c2memory,79,gogo_13.jpg,positive,negative,no,no,yes,no,no,no,yes,no,
c2memory,79,gogo_20.jpg,negative,positive,yes,no,no,no,yes,no,no,no,
c2memory,79,gogo_7.jpg,negative,(neg),no,yes,no,no,no,no,yes,no,
c2memory,79,gogo_4.jpg,(pos),positive,no,yes,no,no,no,yes,no,no,
c2memory,79,gogo_3.jpg,positive,positive,no,no,yes,no,yes,no,no,no,
c2memory,79,gogo_6.jpg,negative,negative,no,yes,no,no,yes,no,no,no,
c2memory,79,gogo_12.jpg,negative,positive,no,no,no,yes,no,no,no,yes,
c2memory,79,gogo_9.jpg,negative,negative,no,no,yes,no,no,yes,no,no,
c2memory,79,gogo_17.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c2memory,79,gogo_16.jpg,positive,negative,no,no,yes,no,no,no,no,yes,
c1memory,79,gogo_17.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c1memory,79,gogo_7.jpg,negative,(neg),yes,no,no,no,yes,no,no,no,
c1memory,79,gogo_13.jpg,positive,negative,no,yes,no,no,no,yes,no,no,
c1memory,79,gogo_6.jpg,negative,negative,no,yes,no,no,yes,no,no,no,
c1memory,79,gogo_9.jpg,negative,negative,no,yes,no,no,no,yes,no,no,
c1memory,79,gogo_12.jpg,negative,positive,no,yes,no,no,no,no,no,yes,
c1memory,79,gogo_4.jpg,(pos),positive,no,yes,no,no,no,no,yes,no,
c1memory,79,gogo_20.jpg,negative,positive,yes,no,no,no,yes,no,no,no,
c1memory,79,gogo_16.jpg,positive,negative,yes,no,no,no,yes,no,no,no,
c1memory,79,gogo_5.jpg,positive,(pos),no,no,yes,no,no,no,yes,no,
c1memory,79,gogo_3.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c1memory,79,gogo_2.jpg,(neg),negative,yes,no,no,no,no,yes,no,no,
