CS,CS_rating,CS_recall,CS_recognition,CS_valence_rat,US,age,correct_US_recog,correct_recall_response,correct_recognition_response,extinction_rat,extinction_recall,extinction_recog,form_var,paired_US_recall,paired_US_word_cap,rehearsal,response_chinese_response,response_rating_response,response_recall_response,response_recognition_response,response_seriousness_response,response_sex_response,response_strategy,subject_nr,title
"pic144.BMP","NA","NA","NA","NA","Ausrottung.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic51_a.bmp","NA","NA","NA","NA","Gehässigkeit.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic112.bmp","NA","NA","NA","NA","Beleidigung.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic69_a.bmp","NA","NA","NA","NA","Freundlichkeit_skaliert.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic109.bmp","NA","NA","NA","NA","Druckmittel.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic90.BMP","NA","NA","NA","NA","Zerstörung.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic9.BMP","NA","NA","NA","NA","Fröhlichkeit_skaliert.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic9.BMP","NA","NA","NA","NA","Fröhlichkeit_skaliert.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic13.BMP","NA","NA","NA","NA","Anmaßung.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic104.bmp","NA","NA","NA","NA","Verbrechen.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic93.BMP","NA","NA","NA","NA","Fieberwahn.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic27.BMP","NA","NA","NA","NA","Gesundheit_skaliert.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic82_a.bmp","NA","NA","NA","NA","Verständnis_skaliert.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic29.BMP","NA","NA","NA","NA","BEGEISTERUNG.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
"pic39.BMP","NA","NA","NA","NA","Bedrohung.png","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","38","EC_extinction_cued_recall_2"
